user_id,method_type,last_four,is_default
358,credit_card,1358,1
359,credit_card,1359,1
360,credit_card,1360,1
361,credit_card,1361,1
362,credit_card,1362,1
363,credit_card,1363,1
364,credit_card,1364,1
365,credit_card,1365,1
366,credit_card,1366,1
367,credit_card,1367,1
368,credit_card,1368,1
369,credit_card,1369,1
370,credit_card,1370,1
371,credit_card,1371,1
372,credit_card,1372,1
373,credit_card,1373,1
374,credit_card,1374,1
375,credit_card,1375,1
376,credit_card,1376,1
377,credit_card,1377,1
378,credit_card,1378,1
379,credit_card,1379,1
380,credit_card,1380,1
381,credit_card,1381,1
382,credit_card,1382,1
383,credit_card,1383,1
384,credit_card,1384,1
385,credit_card,1385,1
386,credit_card,1386,1
387,credit_card,1387,1
388,credit_card,1388,1
389,credit_card,1389,1
390,credit_card,1390,1
391,credit_card,1391,1
392,credit_card,1392,1
393,credit_card,1393,1
394,credit_card,1394,1
395,credit_card,1395,1
396,credit_card,1396,1
397,credit_card,1397,1
398,credit_card,1398,1
399,credit_card,1399,1
400,credit_card,1400,1
401,credit_card,1401,1
402,credit_card,1402,1
403,credit_card,1403,1
404,credit_card,1404,1
405,credit_card,1405,1
406,credit_card,1406,1
407,credit_card,1407,1
408,credit_card,1408,1
409,credit_card,1409,1
410,credit_card,1410,1
411,credit_card,1411,1
412,credit_card,1412,1
413,credit_card,1413,1
414,credit_card,1414,1
415,credit_card,1415,1
416,credit_card,1416,1
417,credit_card,1417,1
418,credit_card,1418,1
419,credit_card,1419,1
420,credit_card,1420,1
421,credit_card,1421,1
422,credit_card,1422,1
423,credit_card,1423,1
424,credit_card,1424,1
425,credit_card,1425,1
426,credit_card,1426,1
427,credit_card,1427,1
428,credit_card,1428,1
429,credit_card,1429,1
430,credit_card,1430,1
431,credit_card,1431,1
432,credit_card,1432,1
433,credit_card,1433,1
434,credit_card,1434,1
435,credit_card,1435,1
436,credit_card,1436,1
437,credit_card,1437,1
438,credit_card,1438,1
439,credit_card,1439,1
440,credit_card,1440,1
441,credit_card,1441,1
442,credit_card,1442,1
443,credit_card,1443,1
444,credit_card,1444,1
445,credit_card,1445,1
446,credit_card,1446,1
447,credit_card,1447,1
448,credit_card,1448,1
449,credit_card,1449,1
450,credit_card,1450,1
451,credit_card,1451,1
452,credit_card,1452,1
453,credit_card,1453,1
454,credit_card,1454,1
455,credit_card,1455,1
456,credit_card,1456,1
457,credit_card,1457,1
458,credit_card,1458,1
459,credit_card,1459,1
460,credit_card,1460,1
461,credit_card,1461,1
462,credit_card,1462,1
463,credit_card,1463,1
464,credit_card,1464,1
465,credit_card,1465,1
466,credit_card,1466,1
467,credit_card,1467,1
468,credit_card,1468,1
469,credit_card,1469,1
470,credit_card,1470,1
471,credit_card,1471,1
472,credit_card,1472,1
473,credit_card,1473,1
474,credit_card,1474,1
475,credit_card,1475,1
476,credit_card,1476,1
477,credit_card,1477,1
478,credit_card,1478,1
479,credit_card,1479,1
480,credit_card,1480,1
481,credit_card,1481,1
482,credit_card,1482,1
483,credit_card,1483,1
484,credit_card,1484,1
485,credit_card,1485,1
486,credit_card,1486,1
487,credit_card,1487,1
488,credit_card,1488,1
489,credit_card,1489,1
490,credit_card,1490,1
491,credit_card,1491,1
492,credit_card,1492,1
493,credit_card,1493,1
494,credit_card,1494,1
495,credit_card,1495,1
496,credit_card,1496,1
497,credit_card,1497,1
498,credit_card,1498,1
499,credit_card,1499,1
500,credit_card,1500,1
501,credit_card,1501,1
502,credit_card,1502,1
503,credit_card,1503,1
504,credit_card,1504,1
505,credit_card,1505,1
506,credit_card,1506,1
507,credit_card,1507,1
508,credit_card,1508,1
509,credit_card,1509,1
510,credit_card,1510,1
511,credit_card,1511,1
512,credit_card,1512,1
513,credit_card,1513,1
514,credit_card,1514,1
515,credit_card,1515,1
516,credit_card,1516,1
517,credit_card,1517,1
518,credit_card,1518,1
519,credit_card,1519,1
520,credit_card,1520,1
521,credit_card,1521,1
522,credit_card,1522,1
523,credit_card,1523,1
524,credit_card,1524,1
525,credit_card,1525,1
526,credit_card,1526,1
527,credit_card,1527,1
528,credit_card,1528,1
529,credit_card,1529,1
530,credit_card,1530,1
531,credit_card,1531,1
532,credit_card,1532,1
533,credit_card,1533,1
534,credit_card,1534,1
535,credit_card,1535,1
536,credit_card,1536,1
537,credit_card,1537,1
538,credit_card,1538,1
539,credit_card,1539,1
540,credit_card,1540,1
541,credit_card,1541,1
542,credit_card,1542,1
543,credit_card,1543,1
544,credit_card,1544,1
545,credit_card,1545,1
546,credit_card,1546,1
547,credit_card,1547,1
548,credit_card,1548,1
549,credit_card,1549,1
550,credit_card,1550,1
551,credit_card,1551,1
552,credit_card,1552,1
553,credit_card,1553,1
554,credit_card,1554,1
555,credit_card,1555,1
556,credit_card,1556,1
557,credit_card,1557,1
558,credit_card,1558,1
559,credit_card,1559,1
560,credit_card,1560,1
561,credit_card,1561,1
562,credit_card,1562,1
563,credit_card,1563,1
564,credit_card,1564,1
565,credit_card,1565,1
566,credit_card,1566,1
567,credit_card,1567,1
568,credit_card,1568,1
569,credit_card,1569,1
570,credit_card,1570,1
571,credit_card,1571,1
572,credit_card,1572,1
573,credit_card,1573,1
574,credit_card,1574,1
575,credit_card,1575,1
576,credit_card,1576,1
577,credit_card,1577,1
578,credit_card,1578,1
579,credit_card,1579,1
580,credit_card,1580,1
581,credit_card,1581,1
582,credit_card,1582,1
583,credit_card,1583,1
584,credit_card,1584,1
585,credit_card,1585,1
586,credit_card,1586,1
587,credit_card,1587,1
588,credit_card,1588,1
589,credit_card,1589,1
590,credit_card,1590,1
591,credit_card,1591,1
592,credit_card,1592,1
593,credit_card,1593,1
594,credit_card,1594,1
595,credit_card,1595,1
596,credit_card,1596,1
597,credit_card,1597,1
598,credit_card,1598,1
599,credit_card,1599,1
600,credit_card,1600,1
601,credit_card,1601,1
602,credit_card,1602,1
603,credit_card,1603,1
604,credit_card,1604,1
605,credit_card,1605,1
606,credit_card,1606,1
607,credit_card,1607,1
608,credit_card,1608,1
609,credit_card,1609,1
610,credit_card,1610,1
611,credit_card,1611,1
612,credit_card,1612,1
613,credit_card,1613,1
614,credit_card,1614,1
615,credit_card,1615,1
616,credit_card,1616,1
617,credit_card,1617,1
618,credit_card,1618,1
619,credit_card,1619,1
620,credit_card,1620,1
621,credit_card,1621,1
622,credit_card,1622,1
623,credit_card,1623,1
624,credit_card,1624,1
625,credit_card,1625,1
626,credit_card,1626,1
627,credit_card,1627,1
628,credit_card,1628,1
629,credit_card,1629,1
630,credit_card,1630,1
631,credit_card,1631,1
632,credit_card,1632,1
633,credit_card,1633,1
634,credit_card,1634,1
635,credit_card,1635,1
636,credit_card,1636,1
637,credit_card,1637,1
638,credit_card,1638,1
639,credit_card,1639,1
640,credit_card,1640,1
641,credit_card,1641,1
642,credit_card,1642,1
643,credit_card,1643,1
644,credit_card,1644,1
645,credit_card,1645,1
646,credit_card,1646,1
647,credit_card,1647,1
648,credit_card,1648,1
649,credit_card,1649,1
650,credit_card,1650,1
651,credit_card,1651,1
652,credit_card,1652,1
653,credit_card,1653,1
654,credit_card,1654,1
655,credit_card,1655,1
656,credit_card,1656,1
657,credit_card,1657,1
658,credit_card,1658,1
659,credit_card,1659,1
660,credit_card,1660,1
661,credit_card,1661,1
662,credit_card,1662,1
663,credit_card,1663,1
664,credit_card,1664,1
665,credit_card,1665,1
666,credit_card,1666,1
667,credit_card,1667,1
668,credit_card,1668,1
669,credit_card,1669,1
670,credit_card,1670,1
671,credit_card,1671,1
672,credit_card,1672,1
673,credit_card,1673,1
674,credit_card,1674,1
675,credit_card,1675,1
676,credit_card,1676,1
677,credit_card,1677,1
678,credit_card,1678,1
679,credit_card,1679,1
680,credit_card,1680,1
681,credit_card,1681,1
682,credit_card,1682,1
683,credit_card,1683,1
684,credit_card,1684,1
685,credit_card,1685,1
686,credit_card,1686,1
687,credit_card,1687,1
688,credit_card,1688,1
689,credit_card,1689,1
690,credit_card,1690,1
691,credit_card,1691,1
692,credit_card,1692,1
693,credit_card,1693,1
694,credit_card,1694,1
695,credit_card,1695,1
696,credit_card,1696,1
697,credit_card,1697,1
698,credit_card,1698,1
699,credit_card,1699,1
700,credit_card,1700,1
701,credit_card,1701,1
702,credit_card,1702,1
703,credit_card,1703,1
704,credit_card,1704,1
705,credit_card,1705,1
706,credit_card,1706,1
707,credit_card,1707,1
708,credit_card,1708,1
709,credit_card,1709,1
710,credit_card,1710,1
711,credit_card,1711,1
712,credit_card,1712,1
713,credit_card,1713,1
714,credit_card,1714,1
715,credit_card,1715,1
716,credit_card,1716,1
717,credit_card,1717,1
718,credit_card,1718,1
719,credit_card,1719,1
720,credit_card,1720,1
721,credit_card,1721,1
722,credit_card,1722,1
723,credit_card,1723,1
724,credit_card,1724,1
725,credit_card,1725,1
726,credit_card,1726,1
727,credit_card,1727,1
728,credit_card,1728,1
729,credit_card,1729,1
730,credit_card,1730,1
731,credit_card,1731,1
732,credit_card,1732,1
733,credit_card,1733,1
734,credit_card,1734,1
735,credit_card,1735,1
736,credit_card,1736,1
737,credit_card,1737,1
738,credit_card,1738,1
739,credit_card,1739,1
740,credit_card,1740,1
741,credit_card,1741,1
742,credit_card,1742,1
743,credit_card,1743,1
744,credit_card,1744,1
745,credit_card,1745,1
746,credit_card,1746,1
747,credit_card,1747,1
748,credit_card,1748,1
749,credit_card,1749,1
750,credit_card,1750,1
751,credit_card,1751,1
752,credit_card,1752,1
753,credit_card,1753,1
754,credit_card,1754,1
755,credit_card,1755,1
756,credit_card,1756,1
757,credit_card,1757,1
758,credit_card,1758,1
759,credit_card,1759,1
760,credit_card,1760,1
761,credit_card,1761,1
762,credit_card,1762,1
763,credit_card,1763,1
764,credit_card,1764,1
765,credit_card,1765,1
766,credit_card,1766,1
767,credit_card,1767,1
768,credit_card,1768,1
769,credit_card,1769,1
770,credit_card,1770,1
771,credit_card,1771,1
772,credit_card,1772,1
773,credit_card,1773,1
774,credit_card,1774,1
775,credit_card,1775,1
776,credit_card,1776,1
777,credit_card,1777,1
778,credit_card,1778,1
779,credit_card,1779,1
780,credit_card,1780,1
781,credit_card,1781,1
782,credit_card,1782,1
783,credit_card,1783,1
784,credit_card,1784,1
785,credit_card,1785,1
786,credit_card,1786,1
787,credit_card,1787,1
788,credit_card,1788,1
789,credit_card,1789,1
790,credit_card,1790,1
791,credit_card,1791,1
792,credit_card,1792,1
793,credit_card,1793,1
794,credit_card,1794,1
795,credit_card,1795,1
796,credit_card,1796,1
797,credit_card,1797,1
798,credit_card,1798,1
799,credit_card,1799,1
800,credit_card,1800,1
801,credit_card,1801,1
802,credit_card,1802,1
803,credit_card,1803,1
804,credit_card,1804,1
805,credit_card,1805,1
806,credit_card,1806,1
807,credit_card,1807,1
808,credit_card,1808,1
809,credit_card,1809,1
810,credit_card,1810,1
811,credit_card,1811,1
812,credit_card,1812,1
813,credit_card,1813,1
814,credit_card,1814,1
815,credit_card,1815,1
816,credit_card,1816,1
817,credit_card,1817,1
818,credit_card,1818,1
819,credit_card,1819,1
820,credit_card,1820,1
821,credit_card,1821,1
822,credit_card,1822,1
823,credit_card,1823,1
824,credit_card,1824,1
825,credit_card,1825,1
826,credit_card,1826,1
827,credit_card,1827,1
828,credit_card,1828,1
829,credit_card,1829,1
830,credit_card,1830,1
831,credit_card,1831,1
832,credit_card,1832,1
833,credit_card,1833,1
834,credit_card,1834,1
835,credit_card,1835,1
836,credit_card,1836,1
837,credit_card,1837,1
838,credit_card,1838,1
839,credit_card,1839,1
840,credit_card,1840,1
841,credit_card,1841,1
842,credit_card,1842,1
843,credit_card,1843,1
844,credit_card,1844,1
845,credit_card,1845,1
846,credit_card,1846,1
847,credit_card,1847,1
848,credit_card,1848,1
849,credit_card,1849,1
850,credit_card,1850,1
851,credit_card,1851,1
852,credit_card,1852,1
853,credit_card,1853,1
854,credit_card,1854,1
855,credit_card,1855,1
856,credit_card,1856,1
857,credit_card,1857,1
858,credit_card,1858,1
859,credit_card,1859,1
860,credit_card,1860,1
861,credit_card,1861,1
862,credit_card,1862,1
863,credit_card,1863,1
864,credit_card,1864,1
865,credit_card,1865,1
866,credit_card,1866,1
867,credit_card,1867,1
868,credit_card,1868,1
869,credit_card,1869,1
870,credit_card,1870,1
871,credit_card,1871,1
872,credit_card,1872,1
873,credit_card,1873,1
874,credit_card,1874,1
875,credit_card,1875,1
876,credit_card,1876,1
877,credit_card,1877,1
878,credit_card,1878,1
879,credit_card,1879,1
880,credit_card,1880,1
881,credit_card,1881,1
882,credit_card,1882,1
883,credit_card,1883,1
884,credit_card,1884,1
885,credit_card,1885,1
886,credit_card,1886,1
887,credit_card,1887,1
888,credit_card,1888,1
889,credit_card,1889,1
890,credit_card,1890,1
891,credit_card,1891,1
892,credit_card,1892,1
893,credit_card,1893,1
894,credit_card,1894,1
895,credit_card,1895,1
896,credit_card,1896,1
897,credit_card,1897,1
898,credit_card,1898,1
899,credit_card,1899,1
900,credit_card,1900,1
901,credit_card,1901,1
902,credit_card,1902,1
903,credit_card,1903,1
904,credit_card,1904,1
905,credit_card,1905,1
906,credit_card,1906,1
907,credit_card,1907,1
908,credit_card,1908,1
909,credit_card,1909,1
910,credit_card,1910,1
911,credit_card,1911,1
912,credit_card,1912,1
913,credit_card,1913,1
914,credit_card,1914,1
915,credit_card,1915,1
916,credit_card,1916,1
917,credit_card,1917,1
918,credit_card,1918,1
919,credit_card,1919,1
920,credit_card,1920,1
921,credit_card,1921,1
922,credit_card,1922,1
923,credit_card,1923,1
924,credit_card,1924,1
925,credit_card,1925,1
926,credit_card,1926,1
927,credit_card,1927,1
928,credit_card,1928,1
929,credit_card,1929,1
930,credit_card,1930,1
931,credit_card,1931,1
932,credit_card,1932,1
933,credit_card,1933,1
934,credit_card,1934,1
935,credit_card,1935,1
936,credit_card,1936,1
937,credit_card,1937,1
938,credit_card,1938,1
939,credit_card,1939,1
940,credit_card,1940,1
941,credit_card,1941,1
942,credit_card,1942,1
943,credit_card,1943,1
944,credit_card,1944,1
945,credit_card,1945,1
946,credit_card,1946,1
947,credit_card,1947,1
948,credit_card,1948,1
949,credit_card,1949,1
950,credit_card,1950,1
951,credit_card,1951,1
952,credit_card,1952,1
953,credit_card,1953,1
954,credit_card,1954,1
955,credit_card,1955,1
956,credit_card,1956,1
957,credit_card,1957,1
958,credit_card,1958,1
959,credit_card,1959,1
960,credit_card,1960,1
961,credit_card,1961,1
962,credit_card,1962,1
963,credit_card,1963,1
964,credit_card,1964,1
965,credit_card,1965,1
966,credit_card,1966,1
967,credit_card,1967,1
968,credit_card,1968,1
969,credit_card,1969,1
970,credit_card,1970,1
971,credit_card,1971,1
972,credit_card,1972,1
973,credit_card,1973,1
974,credit_card,1974,1
975,credit_card,1975,1
976,credit_card,1976,1
977,credit_card,1977,1
978,credit_card,1978,1
979,credit_card,1979,1
980,credit_card,1980,1
981,credit_card,1981,1
982,credit_card,1982,1
983,credit_card,1983,1
984,credit_card,1984,1
985,credit_card,1985,1
986,credit_card,1986,1
987,credit_card,1987,1
988,credit_card,1988,1
989,credit_card,1989,1
990,credit_card,1990,1
991,credit_card,1991,1
992,credit_card,1992,1
993,credit_card,1993,1
994,credit_card,1994,1
995,credit_card,1995,1
996,credit_card,1996,1
997,credit_card,1997,1
998,credit_card,1998,1
999,credit_card,1999,1
1000,credit_card,2000,1
